Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Spending,Total_Purchases,Average_Spend,Family_Size,Age,Engagement,Spending_Ratio
Graduation,Married,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,99,6,14.142857142857142,4,62,0.07692307692307693,0.0024264111173745743
Graduation,Divorced,71847.0,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,1192,22,51.82608695652174,1,48,0.22916666666666666,0.0165905801135731
Graduation,Married,46149.0,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,362,13,25.857142857142858,2,51,0.35135135135135137,0.007843986998916577
Graduation,Together,78687.0,0,0,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,2130,18,112.10526315789474,1,43,1.2857142857142858,0.027068930459536397
2n Cycle,Divorced,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,1229,26,45.51851851851852,1,55,0.2857142857142857,0.025020867688674443
PhD,Married,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,38,4,7.6,3,69,0.08,0.0010097252484455547
Master,Together,39767.0,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,485,15,30.3125,1,75,0.7894736842105263,0.012195735264534298
Basic,Married,26997.0,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,434,11,36.166666666666664,1,75,0.12222222222222222,0.01607526483443218
Graduation,Divorced,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,44,4,8.8,2,56,0.09090909090909091,0.0012946126460117104
PhD,Married,57091.0,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,496,16,29.176470588235293,2,54,0.1927710843373494,0.008687732081552582
2n Cycle,Married,46831.0,1,1,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,78,5,13.0,3,57,0.058823529411764705,0.0016655278442090878
Master,Married,83151.0,0,0,2013-02-10,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,2346,22,102.0,1,54,0.2716049382716049,0.028213392341735616
Graduation,Married,52531.0,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,794,19,39.7,1,55,0.2753623188405797,0.0151145968171781
Graduation,Married,15759.0,0,0,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,17,3,4.25,1,70,0.23076923076923078,0.0010786802030456853
Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,26,4,5.2,2,55,0.05263157894736842,0.0011401008550756414
2n Cycle,Married,43050.0,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,76,6,10.857142857142858,2,53,0.5454545454545454,0.001765348075538315
PhD,Single,42997.0,1,1,2013-12-07,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,15,3,3.75,3,49,0.03260869565217391,0.00034885343504349037
PhD,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,5,10.333333333333334,3,63,0.22727272727272727,0.001267401214252131
Master,Together,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,198,8,22.0,2,72,0.27586206896551724,0.003298131059066529
PhD,Together,34043.0,1,0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,49,4,9.8,2,48,0.04081632653061224,0.0014393138291622606
Graduation,Together,57811.0,0,1,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,802,20,38.19047619047619,2,60,0.4,0.013872552411264097
Graduation,Married,78569.0,0,0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,1736,14,115.73333333333333,1,80,0.9333333333333333,0.022094947180857832
Graduation,Single,7500.0,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,57,6,8.142857142857142,3,48,1.0,0.007598986801759766
Master,Together,118423.5,1,0,2013-06-04,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,59,2,19.666666666666668,2,55,0.05263157894736842,0.0004982077188419626
Graduation,Together,94384.0,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,2302,18,121.15789473684211,1,73,0.2857142857142857,0.02438946866557186
2n Cycle,Married,23148.0,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,37,5,6.166666666666667,1,41,0.05952380952380952,0.0015983411810445375
Graduation,Divorced,44267.0,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,310,11,25.833333333333332,3,56,0.22448979591836735,0.0070028011204481795
Graduation,Married,71626.0,0,0,2012-11-01,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,1305,18,68.6842105263158,1,47,0.18947368421052632,0.018219386544180267
Graduation,Together,60894.0,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,832,21,37.81818181818182,2,60,0.3387096774193548,0.013662862303965843
Graduation,Together,50200.0,1,1,2013-04-03,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,401,13,28.642857142857142,3,50,0.18309859154929578,0.007987888687476345
PhD,Married,81051.0,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,1501,22,65.26086956521739,1,61,0.5,0.01851897547253615
Graduation,Married,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,1189,27,42.464285714285715,1,44,1.125,0.01824459106951051
Graduation,Together,59868.0,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,1194,25,45.92307692307692,2,54,0.6578947368421053,0.019943543403096762
PhD,Married,65695.0,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,656,19,32.8,2,66,0.37254901960784315,0.009985387238188018
Master,Single,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,1540,22,66.95652173913044,1,70,0.27848101265822783,0.023744179592340188
Master,Together,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,311,12,23.923076923076923,2,61,0.16,0.006889066099592415
2n Cycle,Together,74805.0,0,1,2013-11-06,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,820,21,37.27272727272727,2,71,1.4,0.01096168756516857
2n Cycle,Married,59060.0,1,0,2014-01-11,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,274,11,22.833333333333332,2,37,0.14102564102564102,0.004639271261915647
PhD,Single,27238.0,1,1,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,57,6,8.142857142857142,3,64,0.15,0.0020925878336209114
Graduation,Together,47009.0,0,1,2013-10-01,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,448,13,32.0,2,61,0.14444444444444443,0.009529887258030206
2n Cycle,Married,46094.0,1,1,2014-06-10,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,44,4,8.8,3,53,0.06349206349206349,0.000954550385074303
Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,102,6,14.571428571428571,3,54,0.1,0.0025296364267645456
Graduation,Together,37235.0,1,0,2014-02-01,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,61,4,12.2,2,42,0.057971014492753624,0.0016381995917928887
Master,Married,81843.0,0,0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,1643,26,60.851851851851855,1,66,1.8571428571428572,0.020074776403890326
Master,Together,46692.0,0,1,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,397,12,30.53846153846154,2,68,0.3157894736842105,0.008502345105262031
Graduation,Together,77382.0,0,1,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,1121,24,44.84,2,58,0.6486486486486487,0.014486385898711603
Graduation,Single,37774.0,2,0,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,473,12,36.38461538461539,3,49,0.41379310344827586,0.012521508934480476
Basic,Married,18393.0,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,50,6,7.142857142857143,2,52,2.0,0.002718277699249755
Master,Married,72828.0,0,1,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,1678,22,72.95652173913044,2,64,1.2222222222222223,0.023040272418953987
Graduation,Married,24711.0,0,0,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,58,6,8.285714285714286,1,44,0.06896551724137931,0.0023470378763353838
PhD,Married,45503.0,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,170,8,18.88888888888889,2,51,0.14545454545454545,0.0037359353023909986
Master,Single,6560.0,0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,373,2,124.33333333333333,1,44,0.6666666666666666,0.05685108977290047
PhD,Together,71604.0,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,1196,16,70.3529411764706,1,81,4.0,0.016702744221772224
Graduation,Married,27244.0,1,0,2014-03-07,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,101,6,14.428571428571429,2,47,0.07058823529411765,0.0037071022205909343
Graduation,Married,48752.0,1,1,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,316,12,24.307692307692307,3,57,1.3333333333333333,0.006481652411133674
Graduation,Married,71434.0,0,1,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,1400,18,73.6842105263158,2,64,3.6,0.019598236158745713
Graduation,Single,90842.0,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,1424,26,52.74074074074074,1,78,0.4482758620689655,0.01567539601290138
Master,Married,88097.0,1,0,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,844,19,42.2,2,48,0.76,0.009580240187064406
Graduation,Married,51948.0,0,1,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,311,11,25.916666666666668,2,51,0.21153846153846154,0.005986640743806426
Graduation,Together,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,1149,16,67.58823529411765,1,44,0.5333333333333333,0.015990759039162746
Master,Married,35876.0,0,0,2014-04-20,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,129,7,16.125,1,43,0.5,0.0035956183627393595
Graduation,Widow,40049.0,0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,32,4,6.4,2,74,0.16666666666666666,0.0007990012484394507
Graduation,Single,39660.0,1,0,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,299,11,24.916666666666668,2,44,0.2972972972972973,0.007538892110637654
Graduation,Together,50127.0,0,1,2014-05-29,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,320,12,24.615384615384617,2,64,0.1348314606741573,0.0063836578359399935
Master,Married,43263.0,0,1,2012-11-21,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,441,13,31.5,2,49,4.333333333333333,0.01019323224852071
Master,Married,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,1178,17,65.44444444444444,3,77,4.25,0.018744231932024312
Graduation,Married,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,85,5,14.166666666666666,1,36,0.3125,0.004490227152667723
Basic,Single,24367.0,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,24,3,6.0,2,44,0.05084745762711865,0.000984898227183191
Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,112,6,16.0,2,51,0.5,0.003368421052631579
2n Cycle,Married,26887.0,0,1,2013-02-10,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,30,4,6.0,2,67,0.14285714285714285,0.0011157393632847366
PhD,Married,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,410,14,27.333333333333332,1,43,0.42424242424242425,0.008175310562102451
Graduation,Together,62061.0,0,1,2013-08-31,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,800,21,36.36363636363637,2,50,1.6153846153846154,0.012890335470980632
PhD,Divorced,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,1313,19,65.65,1,64,0.21348314606741572,0.015321423153669323
PhD,Together,76542.0,0,0,2013-03-30,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,1483,22,64.47826086956522,1,70,0.2391304347826087,0.019374730543616006
Graduation,Single,70515.0,0,0,2013-10-21,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,1258,16,74.0,1,33,1.2307692307692308,0.017839922854387655
Graduation,Together,18227.0,1,0,2012-11-08,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,28,3,7.0,2,39,0.13636363636363635,0.0015360983102918587
Graduation,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,227,10,20.636363636363637,2,61,0.4166666666666667,0.003283193520393405
Graduation,Married,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,1555,19,77.75,1,44,1.7272727272727273,0.022500361742150195
Graduation,Single,69627.0,0,1,2013-03-17,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,861,21,39.13636363636363,2,64,0.5833333333333334,0.012365714942264606
Graduation,Married,38136.0,1,0,2013-04-22,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,103,6,14.714285714285714,2,48,0.08571428571428572,0.0027007892597739726
PhD,Single,62159.0,0,0,2014-04-28,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,634,18,33.36842105263158,1,80,0.2608695652173913,0.010199485199485199
Graduation,Single,80695.0,0,0,2013-12-29,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,1918,18,100.94736842105263,1,63,0.20930232558139536,0.02376821651630812
Master,Single,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,131,7,16.375,3,55,0.2,0.003931926644055587
Graduation,Together,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,586,16,34.470588235294116,3,58,0.2857142857142857,0.010007685082401161
Basic,Married,17256.0,1,0,2013-11-23,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,62,5,10.333333333333334,2,34,0.45454545454545453,0.003592744973054413
Graduation,Divorced,53034.0,1,1,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,447,14,29.8,3,52,0.45161290322580644,0.008428396342038277
2n Cycle,Together,52203.0,0,0,2012-07-31,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,939,26,34.77777777777778,1,76,0.7027027027027027,0.017987127423185964
2n Cycle,Divorced,59601.0,0,1,2013-07-25,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,797,11,66.41666666666667,2,49,0.7333333333333333,0.01337203449548673
Master,Single,75154.0,0,1,2012-09-04,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,1143,15,71.4375,2,68,0.1875,0.015208568957487859
Graduation,Single,47025.0,0,1,2013-11-07,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,415,14,27.666666666666668,2,50,0.2641509433962264,0.00882490537149662
Graduation,Married,37971.0,1,0,2013-11-25,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,30,4,6.0,2,53,0.04081632653061224,0.0007900558306120299
Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,187,9,18.7,2,58,0.36,0.004523901683762338
Graduation,Married,67267.0,0,1,2014-05-13,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,251,10,22.818181818181817,2,68,10.0,0.0037313432835820895
Graduation,Single,57338.0,0,1,2014-04-29,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,237,10,21.545454545454547,2,51,0.10309278350515463,0.004133312405169257
2n Cycle,Together,50523.0,1,1,2013-12-25,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,91,6,13.0,3,66,0.06666666666666667,0.001801124218193334
Master,Single,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,35,4,7.0,4,61,0.042105263157894736,0.0009778721502011623
PhD,Divorced,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,493,16,29.0,2,66,0.16161616161616163,0.0097407729392239
PhD,Married,56242.0,0,1,2013-03-03,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,971,23,40.458333333333336,2,57,0.3150684931506849,0.017264370677239835
Graduation,Single,48904.0,0,1,2012-12-02,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,371,13,26.5,2,66,6.5,0.007586136386872508
Graduation,Single,56243.0,1,2,2013-12-30,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,396,14,26.4,4,51,0.5185185185185185,0.007040751013441433
Graduation,Married,21355.0,1,0,2013-08-20,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,68,5,11.333333333333334,2,41,0.8333333333333334,0.003184116875819442
Master,Together,57420.0,0,1,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,322,12,24.76923076923077,2,55,0.5217391304347826,0.0056077044983542605
Master,Divorced,46390.0,0,1,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,222,9,22.2,2,71,0.15789473684210525,0.004785410963333406
2n Cycle,Together,54342.0,1,1,2013-07-03,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,177,8,19.666666666666668,3,70,0.10666666666666667,0.003257089229523582
Graduation,Married,20895.0,1,0,2012-10-06,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,45,5,7.5,2,53,0.2,0.002153522205206738
Graduation,Married,92344.0,0,0,2014-01-15,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,1899,20,90.42857142857143,1,78,2.0,0.020564188640424495
2n Cycle,Together,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,22,4,4.4,3,50,0.36363636363636365,0.0008176007135424409
Graduation,Together,44964.0,1,1,2012-12-16,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,41,4,8.2,3,46,0.1111111111111111,0.0009118203046814189
Graduation,Together,75507.0,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,1440,20,68.57142857142857,1,47,0.3508771929824561,0.01907082693224559
Master,Married,53761.0,1,1,2013-10-11,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,325,11,27.083333333333332,3,54,1.375,0.006045162010341877
Graduation,Together,22682.0,1,0,2013-10-03,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,95,7,11.875,2,53,0.1346153846153846,0.004188158532821937
PhD,Together,38887.0,1,0,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,42,4,8.4,2,54,0.2222222222222222,0.0010800246862785435
2n Cycle,Single,41658.0,1,1,2012-11-09,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,72,4,14.4,3,51,0.12903225806451613,0.0017283180105139345
PhD,Married,29791.0,1,0,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,20,5,3.3333333333333335,2,54,0.22727272727272727,0.0006713211600429646
Master,Married,63915.0,0,2,2013-07-30,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,789,21,35.86363636363637,3,70,7.0,0.012344326929094436
Graduation,Divorced,39996.0,1,1,2014-05-22,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,15,3,3.75,3,52,0.03488372093023256,0.0003750281271095332
Graduation,Divorced,26759.0,1,0,2014-02-07,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,59,6,8.428571428571429,2,54,0.09090909090909091,0.0022047832585949177
Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,908,21,41.27272727272727,2,58,0.3230769230769231,0.014222612073556592
PhD,Married,51039.0,1,1,2012-12-10,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,417,12,32.07692307692308,3,57,1.0,0.008170062695924765
Graduation,Married,60544.0,1,1,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,289,11,24.083333333333332,3,65,0.11827956989247312,0.004773309108927244
Graduation,Married,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,769,20,36.61904761904762,2,54,0.36363636363636365,0.011707213104771184
Graduation,Married,37716.0,0,1,2014-04-21,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,188,8,20.88888888888889,2,73,1.6,0.00498448975263144
Graduation,Single,36864.0,0,1,2012-08-13,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,354,11,29.5,2,69,0.2037037037037037,0.00960260409602604
Master,Married,44511.0,1,0,2012-10-12,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,727,20,34.61904761904762,2,56,0.5,0.016332674335010785
PhD,Married,36947.0,1,1,2012-08-07,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,146,7,18.25,3,59,0.14,0.003951499404568583
Master,Together,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,319,12,24.53846153846154,2,75,0.16901408450704225,0.006736637594239013
Master,Married,67087.0,0,1,2013-12-17,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,794,20,37.80952380952381,2,73,0.4878048780487805,0.011835201526353447
Graduation,Married,57045.0,0,1,2012-09-08,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,454,15,28.375,2,76,0.36585365853658536,0.007958489639939698
PhD,Divorced,36957.0,1,1,2012-09-06,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,152,7,19.0,3,73,0.1590909090909091,0.004112776665403972
PhD,Married,69389.0,0,1,2012-09-28,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,797,21,36.22727272727273,2,49,1.1666666666666667,0.011485804871018879
Graduation,Married,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,1690,14,112.66666666666667,2,54,0.34146341463414637,0.021089411617894804
Master,Married,43142.0,1,1,2014-02-18,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,20,3,5.0,3,57,0.03529411764705882,0.00046357462392508636
Graduation,Married,80589.0,0,0,2014-01-22,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,1428,20,68.0,1,82,0.7692307692307693,0.017719320014890187
Graduation,Single,34412.0,1,0,2013-02-13,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,209,8,23.22222222222222,2,36,0.12698412698412698,0.0060732862581001365
Graduation,Single,57537.0,1,0,2013-06-10,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,545,15,34.0625,2,47,0.17857142857142858,0.009472001112308387
Basic,Together,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,96,5,16.0,1,60,0.10416666666666667,0.004241219350563287
Graduation,Together,51315.0,0,0,2014-02-23,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,222,9,22.2,1,78,0.1956521739130435,0.004326136097903188
Graduation,Married,36026.0,2,1,2014-03-16,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,61,5,10.166666666666666,4,54,0.14285714285714285,0.001693174563521803
Graduation,Married,24639.0,1,1,2014-01-28,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,44,6,6.285714285714286,3,53,1.5,0.0017857142857142857
PhD,Together,34578.0,2,1,2014-04-11,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,8,3,2.0,4,54,1.5,0.00023135429017611845
2n Cycle,Single,65704.0,0,0,2013-10-13,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,817,22,35.52173913043478,1,54,1.1578947368421053,0.012434365725591659
Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,1371,19,68.55,2,60,0.41304347826086957,0.021485323846985628
PhD,Together,54132.0,0,1,2014-02-16,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,42,4,8.4,2,57,0.04878048780487805,0.0007758668464707295
Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,60,4,12.0,1,67,0.05128205128205128,0.003210101118185223
Graduation,Married,28164.0,1,0,2013-05-04,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,78,6,11.142857142857142,2,56,0.25,0.00276939463873602
PhD,Married,34596.0,1,0,2013-04-13,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,23,3,5.75,2,52,0.061224489795918366,0.0006647975257970344
PhD,Married,43269.0,1,0,2013-09-16,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,19,3,4.75,2,54,0.04838709677419355,0.0004391033048301364
